current_path,proposed_release_path,workflow,status,tracked_in_initial_repository,file_size_bytes,generating_script,manuscript_use,zenodo_recommendation,recommendation_reason,dependencies,hard_coded_path_risk
figs/annual_obs_vs_modeled_v1p6/annual_load_icp_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_icp_obs_vs_modeled_v1p6.png,shared,superseded,True,196397,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_nh4_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_nh4_obs_vs_modeled_v1p6.png,shared,superseded,True,223040,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_no2_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_no2_obs_vs_modeled_v1p6.png,shared,superseded,True,226969,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_no3_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_no3_obs_vs_modeled_v1p6.png,shared,superseded,True,318543,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_nox_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_nox_obs_vs_modeled_v1p6.png,shared,superseded,True,276611,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_npoc_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_npoc_obs_vs_modeled_v1p6.png,shared,superseded,True,257900,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_op_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_op_obs_vs_modeled_v1p6.png,shared,superseded,True,257956,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_se_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_se_obs_vs_modeled_v1p6.png,shared,superseded,True,228418,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_tds_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_tds_obs_vs_modeled_v1p6.png,shared,superseded,True,267137,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_tkn_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_tkn_obs_vs_modeled_v1p6.png,shared,superseded,True,282164,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_tn_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_tn_obs_vs_modeled_v1p6.png,shared,superseded,True,245124,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_tp_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_tp_obs_vs_modeled_v1p6.png,shared,superseded,True,242236,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_tsp_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_tsp_obs_vs_modeled_v1p6.png,shared,superseded,True,215041,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p6/annual_load_tss_obs_vs_modeled_v1p6.png,figures/legacy/annual_load_tss_obs_vs_modeled_v1p6.png,shared,superseded,True,257950,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_icp_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_icp_obs_vs_modeled_v1p7.png,shared,superseded,True,226167,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_nh4_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_nh4_obs_vs_modeled_v1p7.png,shared,superseded,True,203949,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_no2_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_no2_obs_vs_modeled_v1p7.png,shared,superseded,True,226871,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_no3_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_no3_obs_vs_modeled_v1p7.png,shared,superseded,True,274951,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_nox_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_nox_obs_vs_modeled_v1p7.png,shared,superseded,True,270150,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_npoc_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_npoc_obs_vs_modeled_v1p7.png,shared,superseded,True,262534,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_op_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_op_obs_vs_modeled_v1p7.png,shared,superseded,True,239030,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_se_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_se_obs_vs_modeled_v1p7.png,shared,superseded,True,238479,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_tds_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_tds_obs_vs_modeled_v1p7.png,shared,superseded,True,271772,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_tkn_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_tkn_obs_vs_modeled_v1p7.png,shared,superseded,True,247118,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_tn_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_tn_obs_vs_modeled_v1p7.png,shared,superseded,True,243829,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_tp_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_tp_obs_vs_modeled_v1p7.png,shared,superseded,True,266441,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_tsp_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_tsp_obs_vs_modeled_v1p7.png,shared,superseded,True,209725,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7/annual_load_tss_obs_vs_modeled_v1p7.png,figures/legacy/annual_load_tss_obs_vs_modeled_v1p7.png,shared,superseded,True,278526,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_icp_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_icp_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,364997,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_nh4_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_nh4_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,614670,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_no2_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_no2_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,591164,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_no3_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_no3_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,653379,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_npoc_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_npoc_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,341432,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_op_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_op_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,594317,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_se_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_se_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,607221,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_tds_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_tds_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,595306,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_tkn_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_tkn_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,614866,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_tn_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_tn_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,603576,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_tp_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_tp_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,605309,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_tsp_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_tsp_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,354603,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p1/annual_load_tss_obs_vs_modeled_v1p7p1.jpg,figures/legacy/annual_load_tss_obs_vs_modeled_v1p7p1.jpg,shared,superseded,True,620373,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_icp_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_icp_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,364997,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_nh4_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_nh4_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,637528,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_no2_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_no2_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,593622,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_no3_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_no3_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,649670,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_npoc_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_npoc_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,341432,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_op_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_op_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,589564,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_se_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_se_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,620723,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_tds_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_tds_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,602457,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_tkn_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_tkn_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,609121,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_tn_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_tn_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,604426,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_tp_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_tp_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,589962,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_tsp_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_tsp_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,354603,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p4/annual_load_tss_obs_vs_modeled_v1p7p4.jpg,figures/legacy/annual_load_tss_obs_vs_modeled_v1p7p4.jpg,shared,superseded,True,619620,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_icp_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_icp_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,385908,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_nh4_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_nh4_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,654263,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_no2_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_no2_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,598001,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_no3_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_no3_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,670710,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_npoc_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_npoc_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,364658,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_op_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_op_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,608403,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_se_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_se_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,631987,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_tds_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_tds_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,621945,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_tkn_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_tkn_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,622403,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_tn_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_tn_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,626585,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_tp_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_tp_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,604224,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_tsp_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_tsp_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,377003,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p7p5/annual_load_tss_obs_vs_modeled_v1p7p5.jpg,figures/legacy/annual_load_tss_obs_vs_modeled_v1p7p5.jpg,shared,superseded,True,640344,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_icp_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_icp_obs_vs_modeled_v1p8.jpg,shared,superseded,True,385908,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_nh4_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_nh4_obs_vs_modeled_v1p8.jpg,shared,superseded,True,661115,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_no2_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_no2_obs_vs_modeled_v1p8.jpg,shared,superseded,True,640319,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_no3_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_no3_obs_vs_modeled_v1p8.jpg,shared,superseded,True,669826,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_npoc_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_npoc_obs_vs_modeled_v1p8.jpg,shared,superseded,True,364658,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_op_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_op_obs_vs_modeled_v1p8.jpg,shared,superseded,True,632583,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_se_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_se_obs_vs_modeled_v1p8.jpg,shared,superseded,True,640798,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_tds_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_tds_obs_vs_modeled_v1p8.jpg,shared,superseded,True,616251,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_tkn_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_tkn_obs_vs_modeled_v1p8.jpg,shared,superseded,True,629384,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_tn_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_tn_obs_vs_modeled_v1p8.jpg,shared,superseded,True,626212,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_tp_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_tp_obs_vs_modeled_v1p8.jpg,shared,superseded,True,603905,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_tsp_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_tsp_obs_vs_modeled_v1p8.jpg,shared,superseded,True,377003,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_obs_vs_modeled_v1p8/annual_load_tss_obs_vs_modeled_v1p8.jpg,figures/legacy/annual_load_tss_obs_vs_modeled_v1p8.jpg,shared,superseded,True,637261,See workflow documentation,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
